Sample_ID,Tube_ID,Sample_or_control,BGOOD_sample_code,Apiary_name,Apiary_ID,Hive_name,Hive_ID,Country,Latitude,Longitude,Season,Gut_part,Health,Number_of_queens,VLPs_per_ul,Extraction_plate,Extraction_plate_row,Extraction_plate_col,Average_Qubit,Mapped_reads,Bee_Pool,Date
UK_23922_sum_mid_d,954,sample,SCKNCZRX,Holme Pierrepont,3060,HPP 6B,23922,UK,52.94762169541472,52.94762169541472,sum,mid,good,2,NA,1,A,X12,12.7,214,UK_23922_sum,2020-07-09
UK_23922_sum_rec_d,970,sample,SCKNCZRX,Holme Pierrepont,3060,HPP 6B,23922,UK,52.94762169541472,52.94762169541472,sum,rec,good,2,116771.8221,1,C,X12,13,356250,UK_23922_sum,2020-07-09
UK_24337_aut_ile_d,1112,sample,ADBYNMMN,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,aut,ile,good,1,NA,2,F,X2,4,308111,UK_24337_aut,2020-09-30
UK_24337_aut_mid_d,1104,sample,ADBYNMMN,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,aut,mid,good,1,NA,2,E,X2,8.5,157051,UK_24337_aut,2020-09-30
UK_24337_aut_rec_d,1120,sample,ADBYNMMN,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,aut,rec,good,1,110154.7522,2,G,X2,7.9,1569974,UK_24337_aut,2020-09-30
UK_24337_sum_ile_d,912,sample,RNBXJFLJ,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,sum,ile,good,1,NA,1,D,X11,5,201881,UK_24337_sum,2020-07-09
UK_24337_sum_mid_d,904,sample,RNBXJFLJ,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,sum,mid,good,1,NA,1,C,X11,4.1,116219,UK_24337_sum,2020-07-09
UK_24337_sum_rec_d,920,sample,RNBXJFLJ,Holme Pierrepont,3060,HPP 2C,24337,UK,52.94762169541472,52.94762169541472,sum,rec,good,1,112390.59,1,E,X11,4.5,18492750,UK_24337_sum,2020-07-09
Blank_pool_01,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5.3,48272,NA,NA
Blank_pool_02,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6.9,292547,NA,NA
Blank_pool_03,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,12.1,68175,NA,NA
Blank_pool_04,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,72644,NA,NA
Blank_pool_05,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5.1,68650,NA,NA
Blank_pool_06,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5.3,74017,NA,NA
Blank_pool_07,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,15963,NA,NA
Blank_pool_08,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4.7,8699,NA,NA
Blank_pool_09,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3.9,6954,NA,NA
Blank_pool_10,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,10.8,22062,NA,NA
Blank_pool_11,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3.6,8558,NA,NA
Blank_pool_12,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5.7,121896,NA,NA
Blank_pool_13,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5.3,24919,NA,NA
Blank_pool_14,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4.3,19069,NA,NA
Blank_pool_15,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4.2,13416,NA,NA
Blank_pool_16,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,10.6,95102,NA,NA
Blank_pool_17,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,5.4,28984,NA,NA
Blank_pool_18,NA,sample_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,6.6,128548,NA,NA
Blank_pool_19,NA,extraction_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4.4,57613,NA,NA
Blank_pool_20,NA,WTA_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,4735,NA,NA
Blank_pool_21,NA,WTA_blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,13799,NA,NA
