contig,Host_group
NODE_A190_length_4846_cov_9.040260_BE_16560_spr_mid_d,unknown
NODE_A191_length_2454_cov_4.688263_BE_16561_aut_mid_d,unknown
NODE_A191_length_2634_cov_6.410637_NL_19100_aut_mid_d,unknown
NODE_A191_length_3310_cov_5.715125_BE_16562_sum_mid_d,unknown
NODE_A192_length_2451_cov_4.736310_BE_16561_aut_mid_d,unknown
NODE_A194_length_2434_cov_4.780653_BE_16561_aut_mid_d,unknown
NODE_A195_length_2312_cov_2.899329_BE_16556_aut_mid_d,unknown
NODE_A195_length_2587_cov_81.857769_BE_16558_aut_mid_d,unknown
NODE_A195_length_4420_cov_14.513240_DE_18032_sum_mid_d,unknown
NODE_A196_length_5382_cov_10.341942_CH_17692_sum_rec_d,unknown
NODE_A197_length_2535_cov_7.451180_NL_19100_aut_mid_d,unknown
NODE_A198_length_4385_cov_8.125812_DE_18032_sum_mid_d,unknown
NODE_A199_length_2269_cov_3.944343_BE_16556_aut_mid_d,unknown
NODE_A19_length_11911_cov_26.341305_NL_19100_sum_mid_d,unknown
NODE_A19_length_17123_cov_160.367007_BE_16559_spr_rec_d,unknown
NODE_A19_length_17493_cov_3888.893546_PT_19407_aut_rec_d,unknown
NODE_A19_length_26689_cov_23.106794_NL_19104_spr_mid_d,unknown
NODE_A19_length_31235_cov_27.899897_BE_16563_sum_rec_d,unknown
NODE_A19_length_33052_cov_28.300349_BE_16556_sum_rec_d,unknown
NODE_A19_length_35398_cov_93.160528_NL_19104_aut_rec_d,unknown
NODE_A19_length_36052_cov_44.517915_NL_19104_spr_rec_d,unknown
NODE_A19_length_5387_cov_22.567608_NL_19102_aut_mid_d,unknown
NODE_A19_length_5786_cov_9.113680_BE_16556_aut_mid_d,unknown
NODE_A1_length_104834_cov_139.998234_NL_20378_aut_mid_d,unknown
NODE_A1_length_119965_cov_114.235220_PT_19411_spr_mid_d,unknown
NODE_A1_length_121906_cov_70.168786_NL_19100_sum_rec_d,unknown
NODE_A1_length_122593_cov_283.900421_PT_19414_sum_rec_d,unknown
NODE_A1_length_12775_cov_14.513152_NL_19101_aut_mid_d,unknown
NODE_A1_length_128816_cov_395.601100_BE_16562_aut_mid_d,unknown
NODE_A1_length_136327_cov_131.070928_NL_19103_aut_rec_d,unknown
NODE_A1_length_140555_cov_123.470358_DE_18033_spr_rec_d,unknown
NODE_A1_length_147420_cov_183.361863_RO_17381_sum_rec_d,unknown
NODE_A1_length_149699_cov_34.460360_NL_19102_aut_rec_d,unknown
NODE_A1_length_32684_cov_133.303248_BE_16560_sum_mid_d,unknown
NODE_A1_length_38717_cov_24.980047_BE_16563_spr_rec_d,unknown
NODE_A1_length_39368_cov_18.972996_FR_19773_sum_mid_d,unknown
NODE_A1_length_39431_cov_79.547975_PT_19408_sum_mid_d,unknown
NODE_A1_length_39762_cov_57.730175_CH_17690_sum_mid_d,unknown
NODE_A1_length_40854_cov_47.014028_PT_19410_sum_mid_d,unknown
NODE_A1_length_41417_cov_213.819642_FR_19772_aut_mid_d,unknown
NODE_A1_length_41908_cov_87.980158_DE_18027_spr_rec_d,unknown
NODE_A1_length_42632_cov_259.302362_DE_18027_sum_rec_d,unknown
NODE_A1_length_44520_cov_35.775218_NL_19103_aut_mid_d,unknown
NODE_A1_length_44546_cov_119.462052_NL_19103_sum_mid_d,unknown
NODE_A1_length_48231_cov_115.787619_BE_16559_sum_mid_d,unknown
NODE_A1_length_48329_cov_92.064163_PT_19410_spr_mid_d,unknown
NODE_A1_length_48354_cov_18.346915_PT_19410_aut_mid_d,unknown
NODE_A1_length_51758_cov_10733.213309_NL_19103_sum_rec_d,unknown
NODE_A1_length_52042_cov_82.793900_UK_14501_aut_rec_d,unknown
NODE_A1_length_52885_cov_101.367122_BE_16557_spr_ile_d,unknown
NODE_A1_length_53079_cov_13.090449_DE_18030_spr_rec_d,unknown
NODE_A1_length_53886_cov_646.601145_FR_19770_aut_mid_d,unknown
NODE_A1_length_58596_cov_32.727678_RO_17382_aut_rec_d,unknown
NODE_A1_length_60862_cov_233.830320_PT_19409_sum_rec_d,unknown
NODE_A1_length_60988_cov_166.536619_PT_19407_spr_ile_d,unknown
NODE_A1_length_61559_cov_28.472756_DE_18029_spr_mid_d,unknown
NODE_A1_length_61968_cov_128.707647_DE_18033_aut_mid_d,unknown
NODE_A1_length_62210_cov_25.799044_FR_19772_spr_rec_d,unknown
NODE_A1_length_62960_cov_112.012404_FR_19772_sum_rec_d,unknown
NODE_A1_length_64861_cov_101.572240_NL_19101_sum_mid_d,unknown
NODE_A1_length_66270_cov_84.781639_CH_17691_aut_ile_d,unknown
NODE_A1_length_68486_cov_85.647897_BE_16556_aut_ile_d,unknown
NODE_A1_length_71424_cov_43.591798_CH_17687_aut_mid_d,unknown
NODE_A1_length_75560_cov_150.554867_BE_16560_spr_mid_d,unknown
NODE_A1_length_76623_cov_51.863481_NL_19104_aut_ile_d,unknown
NODE_A1_length_79161_cov_69.363854_BE_16562_sum_mid_d,unknown
NODE_A1_length_81950_cov_39.120882_NL_19101_spr_mid_d,unknown
NODE_A1_length_82784_cov_208.525421_BE_16563_sum_rec_d,unknown
NODE_A1_length_83474_cov_118.927575_NL_19103_spr_mid_d,unknown
NODE_A1_length_84426_cov_34.013444_FR_19774_sum_rec_d,unknown
NODE_A1_length_85252_cov_29.782072_UK_15140_sum_rec_d,unknown
NODE_A1_length_87947_cov_48.412780_NL_19100_aut_rec_d,unknown
NODE_A1_length_89396_cov_50.464593_PT_19409_aut_mid_d,unknown
NODE_A1_length_89537_cov_121.011804_PT_19414_spr_rec_d,unknown
NODE_A1_length_90952_cov_26.063219_BE_16556_aut_rec_d,unknown
NODE_A1_length_95739_cov_140.760260_PT_19412_sum_rec_d,unknown
NODE_A1_length_97332_cov_23.289198_DE_18032_sum_ile_d,unknown
NODE_A200_length_2400_cov_13.362032_BE_16561_aut_mid_d,unknown
NODE_A200_length_3406_cov_4.961850_NL_19102_sum_mid_d,unknown
NODE_A200_length_4346_cov_5.223237_DE_18032_sum_mid_d,unknown
NODE_A200_length_4626_cov_54.470213_DE_18028_aut_mid_g,unknown
NODE_A201_length_2400_cov_6.625915_BE_16561_aut_mid_d,unknown
NODE_A201_length_2523_cov_4.428863_NL_19100_aut_mid_d,unknown
NODE_A201_length_3830_cov_8.381561_NL_19104_aut_mid_d,unknown
NODE_A201_length_5870_cov_28.080615_CH_17690_aut_rec_d,unknown
NODE_A202_length_2262_cov_3.372998_BE_16556_aut_mid_d,unknown
NODE_A202_length_2392_cov_4.676026_BE_16561_aut_mid_d,unknown
NODE_A202_length_3248_cov_69.542100_BE_16562_sum_mid_d,unknown
NODE_A202_length_4344_cov_24.715725_BE_16557_sum_mid_d,unknown
NODE_A202_length_5854_cov_84.473083_CH_17690_aut_rec_d,unknown
NODE_A203_length_2389_cov_2.767734_BE_16561_aut_mid_d,unknown
NODE_A204_length_3382_cov_4.839032_NL_19102_sum_mid_d,unknown
NODE_A205_length_4309_cov_134.894376_DE_18032_sum_mid_d,unknown
NODE_A206_length_2481_cov_3.813644_RO_17363_spr_mid_d,unknown
NODE_A207_length_3128_cov_4.720747_FR_19773_sum_rec_d,unknown
NODE_A208_length_5779_cov_24.769204_CH_17690_aut_rec_d,unknown
NODE_A209_length_3191_cov_7.360951_BE_16562_sum_mid_d,unknown
NODE_A209_length_4277_cov_4.883333_DE_18032_sum_mid_d,unknown
NODE_A20_length_17643_cov_15280.385574_CH_17690_sum_rec_d,unknown
NODE_A20_length_18362_cov_1908.892480_BE_16558_sum_rec_d,unknown
NODE_A20_length_19076_cov_17.391021_NL_19100_sum_rec_d,unknown
NODE_A20_length_19910_cov_28.397923_BE_16556_spr_mid_d,unknown
NODE_A20_length_23019_cov_35.863874_NL_19104_spr_mid_d,unknown
NODE_A20_length_25286_cov_18.142489_CH_17687_aut_mid_d,unknown
NODE_A20_length_31906_cov_12.751170_BE_16556_sum_rec_d,unknown
NODE_A20_length_31975_cov_68.824409_UK_14502_sum_mid_d,unknown
NODE_A20_length_4979_cov_7.299062_NL_19104_sum_mid_d,unknown
NODE_A210_length_4276_cov_31.867588_DE_18032_sum_mid_d,unknown
NODE_A211_length_4275_cov_11.913292_DE_18032_sum_mid_d,unknown
NODE_A211_length_4281_cov_14.495956_BE_16557_sum_mid_d,unknown
NODE_A213_length_4248_cov_21.092544_DE_18032_sum_mid_d,unknown
NODE_A214_length_4207_cov_14.694431_DE_18032_sum_mid_d,unknown
NODE_A216_length_4192_cov_5.372783_DE_18032_sum_mid_d,unknown
NODE_A216_length_4526_cov_12.102720_BE_16560_spr_mid_d,unknown
NODE_A217_length_3126_cov_2.307970_BE_16562_sum_mid_d,unknown
NODE_A218_length_4111_cov_20.606594_DE_18032_sum_mid_d,unknown
NODE_A219_length_2391_cov_11.643475_NL_19100_aut_mid_d,unknown
NODE_A219_length_4107_cov_6.531762_DE_18032_sum_mid_d,unknown
NODE_A219_length_4244_cov_20.682265_BE_16557_sum_mid_d,unknown
NODE_A21_length_12739_cov_27.501106_NL_19101_sum_mid_d,unknown
NODE_A21_length_22864_cov_14.787730_NL_19104_spr_mid_d,unknown
NODE_A21_length_25207_cov_15.417668_CH_17687_aut_mid_d,unknown
NODE_A21_length_29443_cov_20.814377_NL_19104_spr_rec_d,unknown
NODE_A21_length_29482_cov_213.908179_BE_16556_sum_rec_d,unknown
NODE_A21_length_33803_cov_31.423798_NL_19104_aut_rec_d,unknown
NODE_A21_length_5137_cov_10.317194_NL_19102_aut_mid_d,unknown
NODE_A221_length_2948_cov_5.120167_NL_19103_aut_mid_d,unknown
NODE_A222_length_3614_cov_47.604750_NL_19104_aut_mid_d,unknown
NODE_A222_length_4332_cov_7.200000_FR_19769_spr_ile_d,unknown
NODE_A223_length_3072_cov_4.558264_UK_14498_aut_mid_d,unknown
NODE_A224_length_2378_cov_5.840070_RO_17363_spr_mid_d,unknown
NODE_A224_length_3213_cov_15.425702_NL_19102_sum_mid_d,unknown
NODE_A227_length_2357_cov_4.603070_PT_19411_spr_mid_d,unknown
NODE_A228_length_2364_cov_6.090949_NL_19100_aut_mid_d,unknown
NODE_A228_length_2429_cov_2.973214_BE_16558_aut_mid_d,unknown
NODE_A228_length_4001_cov_14.902905_DE_18032_sum_mid_d,unknown
NODE_A229_length_3574_cov_4.287389_DE_18029_spr_mid_d,unknown
NODE_A22_length_17818_cov_13.170904_NL_19100_sum_rec_d,unknown
NODE_A22_length_18275_cov_994.257666_FR_19767_sum_rec_d,unknown
NODE_A22_length_25962_cov_28.856751_UK_14502_sum_mid_d,unknown
NODE_A22_length_28018_cov_14.658996_NL_19103_spr_mid_d,unknown
NODE_A22_length_28902_cov_18.219185_BE_16560_aut_ile_d,unknown
NODE_A22_length_3803_cov_8.449275_CH_17692_aut_mid_d,unknown
NODE_A22_length_5581_cov_12.118096_BE_16561_aut_mid_d,unknown
NODE_A230_length_3989_cov_12.910020_DE_18032_sum_mid_d,unknown
NODE_A231_length_2272_cov_3.395444_CH_17687_sum_mid_d,unknown
NODE_A233_length_2415_cov_7.253636_DE_18033_aut_mid_d,unknown
NODE_A234_length_3940_cov_8.723272_DE_18032_sum_mid_d,unknown
NODE_A234_length_4401_cov_22.417900_BE_16560_spr_mid_d,unknown
NODE_A235_length_7079_cov_9.622251_NL_19104_aut_rec_d,unknown
NODE_A236_length_4387_cov_9.518097_BE_16560_spr_mid_d,unknown
NODE_A237_length_4111_cov_21.400099_BE_16557_sum_mid_d,unknown
NODE_A238_length_4110_cov_48.915448_BE_16557_sum_mid_d,unknown
NODE_A23_length_11886_cov_28.903972_NL_19101_sum_mid_d,unknown
NODE_A23_length_17061_cov_117.142607_BE_16557_spr_rec_d,unknown
NODE_A23_length_17423_cov_70.944598_BE_16558_sum_mid_d,unknown
NODE_A23_length_21236_cov_18.853301_BE_16562_aut_mid_d,unknown
NODE_A23_length_5258_cov_30.507817_PT_19407_spr_mid_d,unknown
NODE_A240_length_4219_cov_8.515210_DE_18030_spr_mid_d,unknown
NODE_A240_length_5318_cov_18.371494_NL_19101_spr_mid_d,unknown
NODE_A241_length_3871_cov_6.683975_DE_18032_sum_mid_d,unknown
NODE_A241_length_4083_cov_23.518223_BE_16557_sum_mid_d,unknown
NODE_A241_length_4261_cov_4.864245_DE_18032_spr_rec_d,unknown
NODE_A243_length_4068_cov_38.218492_BE_16557_sum_mid_d,unknown
NODE_A243_length_5078_cov_5.212757_UK_14502_sum_rec_d,unknown
NODE_A243_length_5083_cov_19.100679_UK_14502_sum_mid_d,unknown
NODE_A244_length_5520_cov_47.496601_CH_17690_aut_rec_d,unknown
NODE_A247_length_2765_cov_5.507440_NL_19103_aut_mid_d,unknown
NODE_A24_length_10783_cov_151.456566_PT_19408_spr_rec_d,unknown
NODE_A24_length_17725_cov_12.380043_RO_17382_aut_rec_d,unknown
NODE_A24_length_18311_cov_169.061508_FR_19768_sum_rec_d,unknown
NODE_A24_length_20790_cov_24.726693_NL_19104_sum_rec_d,unknown
NODE_A24_length_23578_cov_40.511085_NL_20378_spr_rec_d,unknown
NODE_A24_length_25113_cov_26.587834_NL_19104_spr_rec_d,unknown
NODE_A24_length_26679_cov_53.710247_BE_16563_sum_rec_d,unknown
NODE_A24_length_4008_cov_5.528364_FR_19769_spr_mid_d,unknown
NODE_A24_length_4576_cov_8.053567_NL_19104_sum_mid_d,unknown
NODE_A24_length_5403_cov_15.531168_BE_16556_aut_mid_d,unknown
NODE_A250_length_3380_cov_30.457766_DE_18029_spr_mid_d,unknown
NODE_A250_length_4313_cov_6.693579_BE_16560_spr_mid_d,unknown
NODE_A251_length_2308_cov_19.805468_BE_16558_aut_mid_d,unknown
NODE_A251_length_4706_cov_5.801037_BE_16562_aut_mid_d,unknown
NODE_A253_length_4663_cov_7.762974_BE_16562_aut_mid_d,unknown
NODE_A256_length_2725_cov_5.648414_NL_19103_aut_mid_d,unknown
NODE_A257_length_4634_cov_14.152074_BE_16562_aut_mid_d,unknown
NODE_A258_length_2917_cov_7.847183_BE_16562_sum_mid_d,unknown
NODE_A259_length_2278_cov_2.767833_RO_17363_sum_mid_d,unknown
NODE_A259_length_2286_cov_7.381168_BE_16558_aut_mid_d,unknown
NODE_A259_length_5392_cov_13.673942_CH_17690_aut_rec_d,unknown
NODE_A25_length_22665_cov_27.291349_PT_19412_sum_rec_d,unknown
NODE_A25_length_25993_cov_9.545377_NL_19103_spr_mid_d,unknown
NODE_A25_length_32356_cov_23.103690_NL_19104_aut_rec_d,unknown
NODE_A25_length_4785_cov_26.936703_NL_19102_aut_mid_d,unknown
NODE_A261_length_3346_cov_6.408688_NL_19104_aut_mid_d,unknown
NODE_A261_length_3933_cov_11.776452_BE_16557_sum_mid_d,unknown
NODE_A261_length_5386_cov_10.952910_CH_17690_aut_rec_d,unknown
NODE_A263_length_3715_cov_5.713029_DE_18032_sum_mid_d,unknown
NODE_A263_length_5377_cov_12.284340_CH_17690_aut_rec_d,unknown
NODE_A264_length_3924_cov_11.822719_BE_16557_sum_mid_d,unknown
NODE_A266_length_3688_cov_8.272778_DE_18032_sum_mid_d,unknown
NODE_A268_length_4537_cov_12.521973_BE_16562_aut_mid_d,unknown
NODE_A269_length_3633_cov_12.005624_NL_19100_sum_mid_d,unknown
NODE_A26_length_13334_cov_21.079882_CH_17690_aut_rec_d,unknown
NODE_A26_length_18023_cov_10.475761_NL_19101_spr_mid_d,unknown
NODE_A26_length_4270_cov_6.062247_CH_17691_sum_mid_d,unknown
NODE_A26_length_4777_cov_4.931702_BE_16559_aut_mid_d,unknown
NODE_A26_length_5286_cov_8.862546_BE_16556_aut_mid_d,unknown
NODE_A270_length_3672_cov_5.286231_DE_18032_sum_mid_d,unknown
NODE_A273_length_2220_cov_4.556696_BE_16558_aut_mid_d,unknown
NODE_A273_length_3267_cov_3.700313_NL_19101_sum_mid_d,unknown
NODE_A274_length_4000_cov_5.973490_DE_18030_spr_mid_d,unknown
NODE_A27_length_17389_cov_829.372747_BE_16558_sum_rec_d,unknown
NODE_A27_length_18646_cov_17.117185_NL_19104_sum_rec_d,unknown
NODE_A27_length_21255_cov_66.683293_PT_19412_sum_rec_d,unknown
NODE_A27_length_30070_cov_70.753476_NL_19103_aut_rec_d,unknown
NODE_A27_length_4260_cov_8.579010_BE_16557_aut_mid_d,unknown
NODE_A27_length_5187_cov_18.327593_BE_16561_aut_mid_d,unknown
NODE_A27_length_5222_cov_14.595724_BE_16556_aut_mid_d,unknown
NODE_A27_length_6770_cov_14.976841_PT_19407_sum_mid_d,unknown
NODE_A282_length_3199_cov_17.213325_DE_18029_spr_mid_d,unknown
NODE_A282_length_3225_cov_15.390089_NL_19104_aut_mid_d,unknown
NODE_A282_length_3561_cov_5.580367_DE_18032_sum_mid_d,unknown
NODE_A282_length_3832_cov_5.335819_BE_16557_sum_mid_d,unknown
NODE_A284_length_2524_cov_15.204740_BE_16563_sum_mid_d,unknown
NODE_A284_length_3191_cov_5.307322_DE_18029_spr_mid_d,unknown
NODE_A285_length_4378_cov_6.055568_BE_16562_aut_mid_d,unknown
NODE_A286_length_2817_cov_2.727737_PT_19410_aut_mid_d,unknown
NODE_A286_length_4361_cov_12.903595_BE_16562_aut_mid_d,unknown
NODE_A288_length_2762_cov_3.772812_BE_16562_sum_mid_d,unknown
NODE_A28_length_10920_cov_159.535092_UK_14498_aut_mid_d,unknown
NODE_A28_length_17578_cov_1765.647106_CH_17685_aut_rec_d,unknown
NODE_A28_length_31062_cov_34.780571_NL_19104_aut_rec_d,unknown
NODE_A28_length_4698_cov_6.879247_NL_19102_aut_mid_d,unknown
NODE_A290_length_3759_cov_7.362303_BE_16557_sum_mid_d,unknown
NODE_A291_length_2574_cov_16.419303_BE_16561_sum_rec_d,unknown
NODE_A291_length_3665_cov_7.972408_FR_19767_sum_rec_d,unknown
NODE_A291_length_4293_cov_8.981736_CH_17692_sum_rec_d,unknown
NODE_A292_length_2754_cov_4.148300_PT_19410_aut_mid_d,unknown
NODE_A292_length_5326_cov_6.121737_NL_19102_spr_mid_d,unknown
NODE_A293_length_5227_cov_27.067184_PT_19412_spr_rec_d,unknown
NODE_A298_length_3888_cov_4.115980_DE_18030_spr_mid_d,unknown
NODE_A299_length_5184_cov_17.401801_PT_19412_spr_rec_d,unknown
NODE_A29_length_17022_cov_1224.746944_RO_17382_aut_rec_d,unknown
NODE_A29_length_17520_cov_740.961641_FR_19772_aut_rec_d,unknown
NODE_A29_length_23311_cov_51.636180_NL_19104_spr_rec_d,unknown
NODE_A29_length_24947_cov_15.079574_PT_19413_sum_rec_d,unknown
NODE_A29_length_3736_cov_5.736540_FR_19769_spr_mid_d,unknown
NODE_A2_length_139492_cov_227.514672_CH_17692_sum_rec_d,unknown
NODE_A2_length_26620_cov_16.093471_NL_19103_aut_mid_d,unknown
NODE_A2_length_31212_cov_54.095776_CH_17685_aut_ile_d,unknown
NODE_A2_length_35615_cov_32.713490_RO_17363_spr_mid_d,unknown
NODE_A2_length_38364_cov_27.325776_DE_18027_spr_rec_d,unknown
NODE_A2_length_40548_cov_120.939067_RO_17378_aut_rec_d,unknown
NODE_A2_length_40790_cov_494.598212_DE_18028_spr_rec_d,unknown
NODE_A2_length_41645_cov_46.558170_NL_19101_sum_mid_d,unknown
NODE_A2_length_41941_cov_76.158394_FR_19774_sum_rec_d,unknown
NODE_A2_length_44947_cov_8535.831112_UK_14501_sum_rec_d,unknown
NODE_A2_length_45115_cov_1558.928061_BE_16563_sum_ile_d,unknown
NODE_A2_length_45753_cov_831.549501_PT_19407_aut_rec_d,unknown
NODE_A2_length_46966_cov_55.570539_NL_20378_sum_rec_d,unknown
NODE_A2_length_48193_cov_61.745490_CH_17691_aut_ile_d,unknown
NODE_A2_length_48314_cov_37.708854_PT_19410_spr_mid_d,unknown
NODE_A2_length_49725_cov_41.213584_UK_14502_sum_mid_d,unknown
NODE_A2_length_50920_cov_14.651692_UK_14500_sum_rec_d,unknown
NODE_A2_length_51808_cov_42.202026_NL_19101_spr_rec_d,unknown
NODE_A2_length_52175_cov_1525.540827_DE_18027_aut_rec_d,unknown
NODE_A2_length_54084_cov_46.796730_PT_19413_sum_rec_d,unknown
NODE_A2_length_55732_cov_20.109927_NL_19104_spr_mid_d,unknown
NODE_A2_length_56874_cov_52.347730_BE_16562_aut_mid_d,unknown
NODE_A2_length_57954_cov_50.195985_CH_17690_aut_rec_d,unknown
NODE_A2_length_59171_cov_1302.324145_DE_18031_sum_rec_d,unknown
NODE_A2_length_59658_cov_32.208607_CH_17687_sum_rec_d,unknown
NODE_A2_length_59921_cov_93.334670_RO_17380_sum_rec_d,unknown
NODE_A2_length_60588_cov_22.004330_FR_19768_sum_rec_d,unknown
NODE_A2_length_61301_cov_389.076588_PT_19411_spr_rec_d,unknown
NODE_A2_length_61919_cov_242.344232_NL_20378_aut_rec_d,unknown
NODE_A2_length_62067_cov_179.678255_UK_14502_aut_rec_d,unknown
NODE_A2_length_62219_cov_104.228927_FR_19767_sum_rec_d,unknown
NODE_A2_length_62530_cov_63.541383_RO_17363_sum_rec_d,unknown
NODE_A2_length_7077_cov_11.382286_RO_17378_aut_mid_d,unknown
NODE_A2_length_73072_cov_24.769053_RO_17377_sum_rec_d,unknown
NODE_A2_length_76056_cov_40.849274_BE_16562_sum_rec_d,unknown
NODE_A2_length_78324_cov_31.570348_NL_19103_spr_mid_d,unknown
NODE_A2_length_83442_cov_104.378276_PT_19408_sum_rec_d,unknown
NODE_A2_length_99285_cov_29.427143_BE_16556_sum_rec_d,unknown
NODE_A300_length_2475_cov_7.361968_NL_20378_aut_mid_d,unknown
NODE_A301_length_3378_cov_4.274462_DE_18032_sum_mid_d,unknown
NODE_A302_length_3373_cov_8.306735_DE_18032_sum_mid_d,unknown
NODE_A302_length_4315_cov_7.270882_BE_16562_aut_mid_d,unknown
NODE_A302_length_4426_cov_5.591170_CH_17690_aut_mid_d,unknown
NODE_A303_length_4313_cov_18.084278_BE_16562_aut_mid_d,unknown
NODE_A304_length_3356_cov_3.700213_DE_18032_sum_mid_d,unknown
NODE_A306_length_3049_cov_14.631898_NL_19104_aut_mid_d,unknown
NODE_A307_length_3333_cov_5.641585_DE_18032_sum_mid_d,unknown
NODE_A30_length_17638_cov_1453.648546_DE_18027_aut_rec_d,unknown
NODE_A30_length_22844_cov_29.588088_BE_16560_aut_ile_d,unknown
NODE_A30_length_30293_cov_16.803482_NL_19104_aut_rec_d,unknown
NODE_A30_length_4394_cov_15.055594_NL_19104_sum_mid_d,unknown
NODE_A30_length_4534_cov_17.016154_NL_19102_aut_mid_d,unknown
NODE_A30_length_5506_cov_28.598821_DE_18028_spr_mid_d,unknown
NODE_A311_length_2588_cov_5.403027_UK_14498_aut_mid_d,unknown
NODE_A311_length_3314_cov_3.941304_DE_18032_sum_mid_d,unknown
NODE_A311_length_3837_cov_9.167553_DE_18030_spr_mid_d,unknown
NODE_A311_length_6071_cov_60.771438_CH_17687_aut_mid_d,unknown
NODE_A313_length_3084_cov_14.820752_NL_19101_sum_mid_d,unknown
NODE_A316_length_3276_cov_9.037199_DE_18032_sum_mid_d,unknown
NODE_A316_length_5049_cov_10.485318_CH_17690_aut_rec_d,unknown
NODE_A318_length_3267_cov_7.304075_DE_18032_sum_mid_d,unknown
NODE_A319_length_3256_cov_8.011953_DE_18032_sum_mid_d,unknown
NODE_A31_length_14337_cov_25.365007_PT_19407_spr_rec_d,unknown
NODE_A31_length_15104_cov_10.693485_FR_19767_sum_rec_d,unknown
NODE_A31_length_19040_cov_9.592786_PT_19414_sum_rec_d,unknown
NODE_A31_length_2469_cov_4.647993_UK_14498_sum_mid_d,unknown
NODE_A31_length_29981_cov_69.666265_NL_19104_aut_rec_d,unknown
NODE_A31_length_4504_cov_10.571267_NL_19102_aut_mid_d,unknown
NODE_A31_length_9544_cov_46.619309_NL_19100_sum_mid_d,unknown
NODE_A320_length_5158_cov_22.177918_CH_17688_aut_mid_d,unknown
NODE_A321_length_2746_cov_4.733983_NL_19102_sum_mid_d,unknown
NODE_A3241_length_1576_cov_18.135424_CH_17690_aut_rec_d,unknown
NODE_A325_length_3171_cov_5.141564_DE_18032_sum_mid_d,unknown
NODE_A325_length_4225_cov_5.858004_CH_17690_aut_mid_d,unknown
NODE_A328_length_2782_cov_24.979667_PT_19413_spr_mid_d,unknown
NODE_A328_length_5004_cov_10.885935_CH_17690_aut_rec_d,unknown
NODE_A329_length_3588_cov_10.676730_BE_16557_sum_mid_d,unknown
NODE_A32_length_16892_cov_1604.145618_CH_17685_aut_rec_d,unknown
NODE_A32_length_17058_cov_356.414532_BE_16562_aut_ile_d,unknown
NODE_A32_length_17777_cov_18.238079_NL_19104_spr_mid_d,unknown
NODE_A32_length_3496_cov_11.376426_FR_19769_spr_mid_d,unknown
NODE_A32_length_4486_cov_4.747108_BE_16559_aut_mid_d,unknown
NODE_A331_length_2569_cov_4.276083_BE_16562_sum_mid_d,unknown
NODE_A331_length_3140_cov_5.360104_DE_18032_sum_mid_d,unknown
NODE_A331_length_4166_cov_6.216190_BE_16562_aut_mid_d,unknown
NODE_A333_length_2564_cov_4.802171_BE_16562_sum_mid_d,unknown
NODE_A333_length_3562_cov_6.411478_BE_16557_sum_mid_d,unknown
NODE_A334_length_2922_cov_4.484710_NL_19104_aut_mid_d,unknown
NODE_A334_length_3663_cov_4.034858_BE_16560_spr_mid_d,unknown
NODE_A338_length_4151_cov_5.305842_BE_16562_aut_mid_d,unknown
NODE_A33_length_16015_cov_43.238989_RO_17377_sum_rec_d,unknown
NODE_A33_length_20655_cov_14.108903_BE_16560_aut_ile_d,unknown
NODE_A33_length_4912_cov_5.773320_BE_16561_aut_mid_d,unknown
NODE_A33_length_5795_cov_9.973242_DE_18027_spr_mid_d,unknown
NODE_A33_length_5897_cov_8.950172_PT_19411_spr_mid_d,unknown
NODE_A340_length_3111_cov_3.986486_DE_18032_sum_mid_d,unknown
NODE_A340_length_3535_cov_7.861481_BE_16557_sum_mid_d,unknown
NODE_A341_length_4754_cov_8.759675_DE_18030_spr_rec_d,unknown
NODE_A344_length_2873_cov_2.967811_NL_19104_aut_mid_d,unknown
NODE_A347_length_2939_cov_8.532844_DE_18029_spr_mid_d,unknown
NODE_A348_length_3074_cov_3.948282_DE_18032_sum_mid_d,unknown
NODE_A348_length_3514_cov_8.169916_BE_16557_sum_mid_d,unknown
NODE_A349_length_3073_cov_8.944259_DE_18032_sum_mid_d,unknown
NODE_A349_length_3510_cov_9.803088_BE_16557_sum_mid_d,unknown
NODE_A34_length_19951_cov_16.017359_BE_16563_sum_rec_d,unknown
NODE_A34_length_21344_cov_25.281046_NL_19103_spr_mid_d,unknown
NODE_A34_length_3889_cov_4.149790_BE_16557_aut_mid_d,unknown
NODE_A34_length_4303_cov_4.720066_NL_19104_sum_mid_d,unknown
NODE_A34_length_4404_cov_6.970881_BE_16559_aut_mid_d,unknown
NODE_A34_length_4407_cov_41.075751_NL_19102_aut_mid_d,unknown
NODE_A34_length_4903_cov_19.913800_BE_16561_aut_mid_d,unknown
NODE_A34_length_7700_cov_15.720582_NL_19100_aut_mid_d,unknown
NODE_A357_length_2866_cov_3.061312_DE_18028_aut_ile_g,unknown
NODE_A357_length_3462_cov_7.224225_BE_16557_sum_mid_d,unknown
NODE_A358_length_3048_cov_7.949175_DE_18032_sum_mid_d,unknown
NODE_A359_length_2300_cov_4.552857_NL_20378_aut_mid_d,unknown
NODE_A35_length_17644_cov_968.159959_CH_17686_sum_rec_d,unknown
NODE_A35_length_3768_cov_4.105933_BE_16557_aut_mid_d,unknown
NODE_A35_length_4359_cov_22.898412_NL_19102_aut_mid_d,unknown
NODE_A35_length_4661_cov_4.521161_BE_16556_aut_mid_d,unknown
